Masaaki Terai,"RIKEN Advanced Institute for Computational Science, 7 Chome-1-26 Minatojima Minamimachi, Chuo, Kobe, Hyogo, Japan"
Stefano Tasselli,"Rotterdam School of Management, Erasmus University, Erasmus University Rotterdam, the Netherlands"
Alberto Caimo,"Technological University Dublin, Ireland"
Kristin Lees Haggerty,"Northeastern University, 360 Huntington Avenue, Boston, MA 02115, United States of America"
John Griffith,"Northeastern University, 360 Huntington Avenue, Boston, MA 02115, United States of America"
Jean McGuire,"Northeastern University, 360 Huntington Avenue, Boston, MA 02115, United States of America"
Beth Molnar,"Northeastern University, 360 Huntington Avenue, Boston, MA 02115, United States of America"
Vincent Lorant,"Institute for Health and Society, Université catholique de Louvain, Catholic University of Louvain, Brussels, Belgium"
Mark Tranmer,"School of Social and Political Sciences, University of Glasgow, United Kingdom"
Jennifer Watling Neal,"Department of Psychology, Michigan State University, East Lansing, MI, United States"
Zachary P. Neal,"Department of Psychology, Michigan State University, East Lansing, MI, United States"
Kristen J. Mills,"Department of Educational Studies, The Ohio State University, Columbus, Ohio, United States"
Jennifer Lawlor,"School of Information, University of Michigan, Ann Arbor, MI, United States"
Kathryn McAlindon,"Department of Psychology, Michigan State University, East Lansing, MI, United States"
Matthew Smith 0009,"Centre for Business Network Analysis, University of Greenwich Business School, Park Row, Greenwich, London, SE10 9LS, United Kingdom"
Sara Gorgoni,"Centre for Business Network Analysis, University of Greenwich Business School, Park Row, Greenwich, London, SE10 9LS, United Kingdom"
Bruce Cronin,"Centre for Business Network Analysis, University of Greenwich Business School, Park Row, Greenwich, London, SE10 9LS, United Kingdom"
Alon Bartal,"Dept. Industrial Engineering and Management, Ben Gurion University of the Negev, Beer Sheva, 84105, Israel"
Nava Pliskin,"Dept. Industrial Engineering and Management, Ben Gurion University of the Negev, Beer Sheva, 84105, Israel"
Gilad Ravid,"Dept. Industrial Engineering and Management, Ben Gurion University of the Negev, Beer Sheva, 84105, Israel"
András Vörös 0002,"Chair of Social Networks, ETH Zürich, ETH Zurich, Switzerland"
Per Block,"Chair of Social Networks, ETH Zürich, ETH Zurich, Switzerland"
Zsófia Boda,"Chair of Social Networks, ETH Zürich, ETH Zurich, Switzerland"
Jonathan Stewart,"Department of Statistics, Rice University, 6100 Main St, Houston, TX 77005, USA"
Michael Schweinberger,"Department of Statistics, Rice University, 6100 Main St, Houston, TX 77005, USA"
Michal Bojanowski,"Department of Quantitative Methods & Information Technology, Kozminski University, 57/59 Jagiellonska St, 03-301 Warsaw, Poland"
Martina Morris,"Department of Sociology, Department of Statistics, University of Washington, Seattle, WA 98195-4322, USA"
Daniela Stoltenberg,"Department of Communication, University of Münster, Germany"
Daniel Maier,"Institute for Media and Communication Studies, Free University Berlin, Germany"
Annie Waldherr,"Department of Communication, University of Münster, Germany"
Stéphane Helleringer,"Johns Hopkins University, United States"
jimi adams,"University of Colorado Denver, United States"
Sara Yeatman,"University of Colorado Denver, United States"
James Mkandawire,"Invest in Knowledge, Malawi"
Janet M. Box-Steffensmeier,"Vernal Riffe Professor of Political Science and Sociology, The Ohio State University, OH, United States"
Benjamin W. Campbell,"Data Scientist at CoverMyMeds and Visiting Scholar in Political Science, The Ohio State University, OH, United States"
Dino P. Christenson,"Associate Professor of Political Science, Boston University, OH, United States"
Jason W. Morgan,"Vice President, Behavioral Intelligence at Aware, and Visiting Scholar in Political Science, The Ohio State University, United States"
Giuseppe Giordano,"Dept. of Political and Social Studies, University of Salerno, Italy"
Giancarlo Ragozini,"Dept. of Political Science, University of Naples Federico II, Italy"
Maria Prosperina Vitale,"Dept. of Political and Social Studies, University of Salerno, Via Giovanni Paolo II, n. 132, IT-84084 Fisciano, SA, Italy"
Mark M. Fredrickson,"Department of Statistics, University of Michigan, 1085 South University Ave, Ann Arbor, MI 48109, United States"
Yuguo Chen,"Department of Statistics, University of Illinois at Urbana-Champaign, 725 South Wright Street, Champaign, IL 61820, United States"
Nicholas M. Harrigan,"Department of Sociology, Macquarie University, Australia"
Giuseppe (Joe) Labianca,"LINKS Center for Social Network Analysis, Department of Management, University of Kentucky, United States"
Filip Agneessens,"Department of Sociology and Social Research, University of Trento, Italy"
Jürgen Lerner,"Department of Computer and Information Science, University of Konstanz, Box 67, 78457 Konstanz, Germany"
Alessandro Lomi,"Institute of Computational Science, University of Italian Switzerland, Lugano, Switzerland"
Daniel S. Halgin,"Department of Management, University of Kentucky, Lexington, KY, 40506, USA"
Stephen P. Borgatti,"Department of Management, University of Kentucky, Lexington, KY, 40506, USA"
Zhi Huang,"Department of Management, University of Kentucky, Lexington, KY, 40506, USA"
Mark Wittek,"Institute of Sociology and Social Psychology, University of Cologne, Germany"
Clemens Kroneberg,"Institute of Sociology and Social Psychology, University of Cologne, Germany"
Kathrin Lämmermann,"Institute of Sociology and Social Psychology, University of Cologne, Germany"
Dorottya Kisfalusi,"Institute for Sociology Centre for Social Sciences, Hungarian Academy of Sciences, Hungary"
Judit Pál,"MTA TK ‘Lendület’ Research Center for Educational and Network Studies (RECENS), Hungary"
Zsófia Boda,"MTA TK ‘Lendület’ Research Center for Educational and Network Studies (RECENS), Hungary"
Travis G. Tatum,"UCD School of Sociology, D419 Newman Building, Univeristy College Dublin, Belfield, Dublin 4, Ireland"
Thomas U. Grund,"UCD School of Sociology, D419 Newman Building, Univeristy College Dublin, Belfield, Dublin 4, Ireland"
Rozemarijn van der Ploeg,"Department of Sociology, University of Groningen, Groningen, the Netherlands"
Christian Steglich,"Department of Sociology, University of Groningen, Groningen, the Netherlands"
René Veenstra,"Department of Sociology, University of Groningen, Groningen, the Netherlands"
Nejat Arinik,"Laboratoire Informatique d’Avignon LIA EA 4128, Avignon, France"
Rosa Figueiredo 0001,"Laboratoire Informatique d’Avignon LIA EA 4128, Avignon, France"
Vincent Labatut,"Laboratoire Informatique d’Avignon LIA EA 4128, Avignon, France"
Zachary P. Neal,"Michigan State University, 316 Physics Road, East Lansing, MI 48824, United States"
Jialin Hua,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing 100044, China"
Jian Yu,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing 100044, China"
Miin-Shen Yang,"Department of Applied Mathematics, Chung Yuan Christian University, Chung-Li 32023, Taiwan"
Christoph Stadtfeld,"Chair of Social Networks, ETH Zürich, ETH Zurich, Switzerland"
Károly Takács,"The Institute for Analytical Sociology, Linköping University, Sweden"
András Vörös 0002,"Chair of Social Networks, ETH Zürich, ETH Zurich, Switzerland"
Matthew Hamilton,"School of Environment and Natural Resources, The Ohio State University, 2021 Coffey Road, Columbus, OH 43210, USA"
Jacob Hileman,"Stockholm Resilience Centre, Stockholm University, Kräftriket 2B, SE-10691, Stockholm, Sweden"
Örjan Bodin,"Stockholm Resilience Centre, Stockholm University, Kräftriket 2B, SE-10691, Stockholm, Sweden"
Barbara B. Brewer,"The University of Arizona, United States"
Kathleen M. Carley,"Carnegie Mellon University, United States"
Marge M. Benham-Hutchins,"Texas A&M University at Corpus Christi, United States"
Judith A. Effken,"The University of Arizona, United States"
Jeffrey Reminga,"Carnegie Mellon University, United States"
Lea-Maria Löbel,"German Institute for Economic Research (DIW) Berlin, Mohrenstraße 58, 10117 Berlin, Germany"
Nyi Nyi Htwe,"Graduate School for International Development and Cooperation, Hiroshima University, 1-5-1 Kagamiyama, Higashi-Hiroshima, Hiroshima 739-8529, Japan"
Seunghoo Lim,"Graduate School of International Relations, International University of Japan, 777 Kokusai-cho, Minami Uonuma-shi, Niigata, 949-7277, Japan"
Makoto Kakinaka,"Graduate School for International Development and Cooperation, Hiroshima University, 1-5-1 Kagamiyama, Higashi-Hiroshima, Hiroshima 739-8529, Japan"
Nicola Mirc,"TSM-Research, Université Toulouse Capitole, CNRS, 2 rue du Doyen Gabriel Marty, 31000, Toulouse, France"
Andrew Parker 0003,"University of Exeter Business School, Rennes Drive, Exeter, EX4 4PU, United Kingdom"
Spiro Maroulis,"Arizona State University, Phoenix, AZ, United States"
Daniel Diermeier,"University of Chicago, Chicago, IL, United States"
Muhammad Azfar Nisar,"Lahore University of Management and Sciences, Lahore, Pakistan"
Claude S. Fischer,"University of California - Berkeley, United States"
Shira Offer,"Bar-Ilan University, Ramat Gan, Israel"
Skyler J. Cranmer,"Carter Phillips and Sue Henry Associate Professor of Political Science, The Ohio State University, 2140 Derby Hall, 154 North Oval Mall, Columbus, OH 43210 United States"
Bruce A. Desmarais,"DeGrandis-McCourtney Early Career Professor of Political Science, The Pennsylvania State University, 203 Pond Lab, University Park, PA 16802, United States"
Benjamin W. Campbell,"Data Scientist at CoverMyMeds and Visiting Scholar in Political Science, The Ohio State University, OH, United States"
Sabine De Moor,"Ghent University, Institute for International Research on Criminal Policy (IRCP) Universiteitstraat, 49000, Ghent, Belgium"
Christophe Vandeviver,"Ghent University, Institute for International Research on Criminal Policy (IRCP) Universiteitstraat, 49000, Ghent, Belgium"
Tom Vander Beken,"Ghent University, Institute for International Research on Criminal Policy (IRCP) Universiteitstraat, 49000, Ghent, Belgium"
Cohen R. Simpson,"Oxford Internet Institute, University of Oxford, United Kingdom"
Carl Nordlund,"The Institute for Analytical Sociology, Linköping University, S-601 74 Norrköping, Sweden"
John Ternovski,"Yale University, New Haven, CT 06520-8209, USA"
Taha Yasseri,"Oxford Internet Institute, University of Oxford, 1 St Giles, Oxford OX1 3SJ, UK"
Ales Ziberna,"Faculty of Social Sciences, University of Ljubljana, Kardeljeva ploščad 5, 1000 Ljubljana, Slovenia"
Robert Panitz,"Heidelberg University, Heidelberg, Germany"
Johannes Glückler,"Heidelberg University, Heidelberg, Germany"
Valerio Leone Sciabolazza,"Department of Business and Economics, University of Naples, Parthenope, Italy"
Raffaele Vacca,"Department of Sociology and Criminology & Law, University of Florida, USA"
Christopher McCarty,"College of Liberal Arts and Sciences, University of Florida, United States"
Annatina Aerne,"University of St. Gallen, Müller-Friedberg-Strasse 8, 9000, St.Gallen, Switzerland"
Ko Kuwabara,"INSEAD Asia, 1 Ayer Rajah Avenue, 138676, Singapore"
Xi Zou,"Nanyang Business School, Singapore"
Brandy Aven,"Carnegie Mellon University, United States"
Claudius Hildebrand,"Spencer Stuart, United States"
Sheena Iyengar,"Columbia University, United States"
Mayank Aggarwal,"Business Policy Area, Indian Institute of Management, Vastrapur, Ahmedabad, Gujarat 380015, India"
Anindya S. Chakrabarti,"Economics Area, Indian Institute of Management, Vastrapur, Ahmedabad, Gujarat 380015, India"
Pritha Dev,"Economics Area, Indian Institute of Management, Vastrapur, Ahmedabad, Gujarat 380015, India"
Mark Patrick Roeling,"Department of Statistics, University of Oxford, 24-29 St Giles’, OX1 3LB, United Kingdom"
Geoff K. Nicholls,"Department of Statistics, University of Oxford, 24-29 St Giles’, OX1 3LB, United Kingdom"
Drazen Cepic,"University of Zadar, Zadar, Croatia"
Zeljka Tonkovic,"University of Zadar, Zadar, Croatia"
Yen-Sheng Chiang,"Institute of Sociology, Academia Sinica, Taiwan, ROC"
Li-Ting Wang,"Department of Physical Education, National Taiwan Normal University, Taiwan, ROC"
Martin G. Everett,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, Arthur Lewis Building, Bridgeford Street, Manchester, M13 9PL, UK"
Stephen P. Borgatti,"University of Kentucky, United States"
Giorgia Di Tommaso,"Department of Computer Science, Sapienza University of Rome, Italy"
Mauro Gatti,"Department of Management, Sapienza University of Rome, Italy"
Michela Iannotta,"Department of Management, Sapienza University of Rome, Italy"
Ajay Mehra,"LINKS Center for Social Network Analysis, Gatton College of Business and Economics, University of Kentucky"
Giovanni Stilo,"Department of Information Engineering, Computer Science and Mathematics, University of L'Aquila"
Paola Velardi,"Department of Computer Science, Sapienza University of Rome, Italy"
Diliara Valeeva,"CORPNET, Amsterdam Institute for Social Science Research, University of Amsterdam, Nieuwe Achtergracht 166, 1018WV, Amsterdam, the Netherlands"
Eelke M. Heemskerk,"CORPNET, Amsterdam Institute for Social Science Research, University of Amsterdam, Nieuwe Achtergracht 166, 1018WV, Amsterdam, the Netherlands"
